0;0;0;
0;1;4346;
0;2;5545;
0;3;3139;
0;4;3786;
0;5;3950;
0;6;8061;
0;7;7967;
0;8;10927;
0;9;9530;
0;10;8419;
0;11;6955;
0;12;10160;
0;13;9678;
0;14;19649;
0;15;11594;
0;16;18752;
0;17;19863;
0;18;12280;
0;19;13639;
0;20;13363;
0;21;14582;
0;22;19675;
0;23;19836;
0;24;17993;
0;25;18872;
0;26;14558;
0;27;14639;
0;28;14201;
0;29;5971;
1;0;4354;
1;1;0;
1;2;3752;
1;3;3989;
1;4;6791;
1;5;7349;
1;6;11459;
1;7;8228;
1;8;11189;
1;9;12836;
1;10;11725;
1;11;9961;
1;12;13166;
1;13;12684;
1;14;22955;
1;15;14900;
1;16;22058;
1;17;23169;
1;18;15586;
1;19;17037;
1;20;16669;
1;21;14843;
1;22;19936;
1;23;20683;
1;24;21299;
1;25;22178;
1;26;17865;
1;27;17645;
1;28;17507;
1;29;8977;
2;0;5615;
2;1;3952;
2;2;0;
2;3;4320;
2;4;8052;
2;5;8351;
2;6;12640;
2;7;8543;
2;8;11504;
2;9;14097;
2;10;12986;
2;11;11222;
2;12;14427;
2;13;13945;
2;14;24216;
2;15;16161;
2;16;23319;
2;17;24430;
2;18;16847;
2;19;18218;
2;20;17930;
2;21;15158;
2;22;20252;
2;23;20999;
2;24;22560;
2;25;23439;
2;26;19125;
2;27;18905;
2;28;18768;
2;29;10238;
3;0;3098;
3;1;3969;
3;2;4198;
3;3;0;
3;4;5535;
3;5;5094;
3;6;9144;
3;7;5546;
3;8;8506;
3;9;11580;
3;10;10469;
3;11;8705;
3;12;11909;
3;13;11428;
3;14;21699;
3;15;13644;
3;16;20801;
3;17;21913;
3;18;14330;
3;19;14722;
3;20;15413;
3;21;12161;
3;22;17254;
3;23;18001;
3;24;20042;
3;25;20921;
3;26;16608;
3;27;16388;
3;28;16250;
3;29;7720;
4;0;3707;
4;1;6745;
4;2;7944;
4;3;5538;
4;4;0;
4;5;6701;
4;6;10812;
4;7;10365;
4;8;13326;
4;9;11720;
4;10;9569;
4;11;4738;
4;12;7943;
4;13;6080;
4;14;19685;
4;15;12744;
4;16;19901;
4;17;21012;
4;18;13430;
4;19;15894;
4;20;14513;
4;21;16980;
4;22;22074;
4;23;22587;
4;24;19142;
4;25;20021;
4;26;15708;
4;27;12422;
4;28;12751;
4;29;3754;
5;0;4032;
5;1;7399;
5;2;8212;
5;3;5075;
5;4;6864;
5;5;0;
5;6;4477;
5;7;6195;
5;8;8082;
5;9;7761;
5;10;10558;
5;11;10034;
5;12;13239;
5;13;11796;
5;14;21776;
5;15;13338;
5;16;20495;
5;17;20283;
5;18;13128;
5;19;10055;
5;20;11815;
5;21;11736;
5;22;16830;
5;23;16252;
5;24;16684;
5;25;17562;
5;26;13249;
5;27;17718;
5;28;16339;
5;29;9050;
6;0;8190;
6;1;11557;
6;2;12653;
6;3;9261;
6;4;11023;
6;5;4602;
6;6;0;
6;7;6085;
6;8;6077;
6;9;4328;
6;10;7822;
6;11;14193;
6;12;17397;
6;13;11742;
6;14;18344;
6;15;9905;
6;16;17063;
6;17;16851;
6;18;9695;
6;19;6622;
6;20;8383;
6;21;9732;
6;22;14658;
6;23;13589;
6;24;13251;
6;25;14130;
6;26;9817;
6;27;21876;
6;28;14364;
6;29;13208;
7;0;7813;
7;1;8097;
7;2;8324;
7;3;5499;
7;4;10250;
7;5;6099;
7;6;5836;
7;7;0;
7;8;4471;
7;9;9120;
7;10;12613;
7;11;13420;
7;12;16624;
7;13;16143;
7;14;23135;
7;15;14697;
7;16;21854;
7;17;21642;
7;18;14487;
7;19;11414;
7;20;13174;
7;21;8125;
7;22;13218;
7;23;13965;
7;24;18043;
7;25;18922;
7;26;14608;
7;27;21103;
7;28;19155;
7;29;12435;
8;0;10944;
8;1;11229;
8;2;11455;
8;3;8630;
8;4;13382;
8;5;8167;
8;6;5932;
8;7;4623;
8;8;0;
8;9;9216;
8;10;12709;
8;11;16551;
8;12;19756;
8;13;16630;
8;14;23231;
8;15;14793;
8;16;21950;
8;17;21739;
8;18;14583;
8;19;11510;
8;20;13270;
8;21;4242;
8;22;9335;
8;23;10082;
8;24;16865;
8;25;17744;
8;26;14704;
8;27;24235;
8;28;19251;
8;29;15567;
9;0;9563;
9;1;12816;
9;2;14015;
9;3;11610;
9;4;11625;
9;5;7695;
9;6;4059;
9;7;9177;
9;8;9170;
9;9;0;
9;10;5542;
9;11;12340;
9;12;15406;
9;13;9462;
9;14;16064;
9;15;7625;
9;16;14782;
9;17;14718;
9;18;7119;
9;19;6329;
9;20;6249;
9;21;12824;
9;22;17882;
9;23;16379;
9;24;11118;
9;25;11997;
9;26;7684;
9;27;19885;
9;28;12083;
9;29;13264;
10;0;8157;
10;1;11410;
10;2;12609;
10;3;10203;
10;4;9366;
10;5;10238;
10;6;7528;
10;7;12646;
10;8;12639;
10;9;5478;
10;10;0;
10;11;7963;
10;12;11028;
10;13;5084;
10;14;12925;
10;15;4486;
10;16;11644;
10;17;12755;
10;18;5173;
10;19;7636;
10;20;6255;
10;21;16293;
10;22;20125;
10;23;17728;
10;24;10885;
10;25;11764;
10;26;7451;
10;27;15507;
10;28;7706;
10;29;8886;
11;0;7125;
11;1;10162;
11;2;11361;
11;3;8955;
11;4;4954;
11;5;10119;
11;6;14229;
11;7;13783;
11;8;16743;
11;9;12318;
11;10;8143;
11;11;0;
11;12;3714;
11;13;3557;
11;14;15456;
11;15;11074;
11;16;18484;
11;17;19595;
11;18;12012;
11;19;14476;
11;20;13095;
11;21;20398;
11;22;25491;
11;23;24567;
11;24;17725;
11;25;18604;
11;26;14290;
11;27;8192;
11;28;8347;
11;29;1428;
12;0;10033;
12;1;13070;
12;2;14269;
12;3;11863;
12;4;7862;
12;5;13027;
12;6;17137;
12;7;16691;
12;8;19651;
12;9;15141;
12;10;10967;
12;11;3503;
12;12;0;
12;13;6381;
12;14;12628;
12;15;11559;
12;16;19133;
12;17;20907;
12;18;14836;
12;19;17300;
12;20;15919;
12;21;23306;
12;22;28399;
12;23;27391;
12;24;20548;
12;25;21427;
12;26;17114;
12;27;5364;
12;28;6277;
12;29;4428;
13;0;9613;
13;1;12650;
13;2;13849;
13;3;11443;
13;4;6101;
13;5;11698;
13;6;11361;
13;7;16271;
13;8;16472;
13;9;9311;
13;10;5136;
13;11;3498;
13;12;6564;
13;13;0;
13;14;14697;
13;15;8067;
13;16;15477;
13;17;16588;
13;18;9005;
13;19;11469;
13;20;10088;
13;21;20126;
13;22;23958;
13;23;21560;
13;24;14718;
13;25;15597;
13;26;11283;
13;27;11043;
13;28;7276;
13;29;4422;
14;0;19654;
14;1;22907;
14;2;24106;
14;3;21700;
14;4;19616;
14;5;21660;
14;6;18024;
14;7;23142;
14;8;23135;
14;9;15974;
14;10;12979;
14;11;15256;
14;12;12581;
14;13;14850;
14;14;0;
14;15;9358;
14;16;12985;
14;17;18316;
14;18;14001;
14;19;18178;
14;20;16797;
14;21;26789;
14;22;30667;
14;23;28269;
14;24;21427;
14;25;22306;
14;26;17992;
14;27;8607;
14;28;9042;
14;29;16182;
15;0;11652;
15;1;14905;
15;2;16104;
15;3;13698;
15;4;12861;
15;5;13340;
15;6;9705;
15;7;14823;
15;8;14815;
15;9;7654;
15;10;4659;
15;11;11366;
15;12;11471;
15;13;8488;
15;14;9526;
15;15;0;
15;16;7877;
15;17;9650;
15;18;5799;
15;19;9859;
15;20;8477;
15;21;18470;
15;22;22348;
15;23;19950;
15;24;13107;
15;25;13986;
15;26;9673;
15;27;14404;
15;28;6600;
15;29;12290;
16;0;18694;
16;1;21947;
16;2;23146;
16;3;20740;
16;4;19903;
16;5;20382;
16;6;16746;
16;7;21865;
16;8;21857;
16;9;14696;
16;10;11701;
16;11;18499;
16;12;18915;
16;13;15621;
16;14;13054;
16;15;7783;
16;16;0;
16;17;11952;
16;18;12136;
16;19;16900;
16;20;15519;
16;21;25512;
16;22;29382;
16;23;26837;
16;24;17328;
16;25;18435;
16;26;16715;
16;27;20624;
16;28;14044;
16;29;19423;
17;0;19871;
17;1;23124;
17;2;24323;
17;3;21917;
17;4;21079;
17;5;20171;
17;6;16536;
17;7;21654;
17;8;21647;
17;9;14619;
17;10;12877;
17;11;19676;
17;12;20901;
17;13;16798;
17;14;18431;
17;15;9769;
17;16;12029;
17;17;0;
17;18;8002;
17;19;11462;
17;20;9229;
17;21;23759;
17;22;19527;
17;23;16981;
17;24;7472;
17;25;8580;
17;26;7875;
17;27;23835;
17;28;16031;
17;29;20600;
18;0;12182;
18;1;15435;
18;2;16634;
18;3;14228;
18;4;13391;
18;5;12979;
18;6;9343;
18;7;14461;
18;8;14454;
18;9;6924;
18;10;5189;
18;11;11987;
18;12;15053;
18;13;9109;
18;14;14092;
18;15;5805;
18;16;12261;
18;17;8005;
18;18;0;
18;19;7306;
18;20;5345;
18;21;18108;
18;22;19449;
18;23;17051;
18;24;10209;
18;25;11088;
18;26;6774;
18;27;18970;
18;28;11166;
18;29;12911;
19;0;13647;
19;1;17014;
19;2;18109;
19;3;14717;
19;4;15928;
19;5;10059;
19;6;6423;
19;7;11541;
19;8;11534;
19;9;6390;
19;10;7726;
19;11;14525;
19;12;17591;
19;13;11647;
19;14;18313;
19;15;9874;
19;16;17032;
19;17;11568;
19;18;7345;
19;19;0;
19;20;3183;
19;21;13807;
19;22;13646;
19;23;11248;
19;24;7459;
19;25;8338;
19;26;4486;
19;27;22069;
19;28;14268;
19;29;15449;
20;0;13284;
20;1;16537;
20;2;17736;
20;3;15330;
20;4;14492;
20;5;11865;
20;6;8229;
20;7;13347;
20;8;13340;
20;9;6312;
20;10;6290;
20;11;13089;
20;12;16155;
20;13;10211;
20;14;16877;
20;15;8438;
20;16;15596;
20;17;9194;
20;18;5268;
20;19;3214;
20;20;0;
20;21;16324;
20;22;14874;
20;23;12476;
20;24;5633;
20;25;6512;
20;26;2199;
20;27;20634;
20;28;12832;
20;29;14013;
21;0;14672;
21;1;14957;
21;2;15183;
21;3;12358;
21;4;17109;
21;5;11894;
21;6;9660;
21;7;8350;
21;8;4406;
21;9;12943;
21;10;16437;
21;11;20279;
21;12;23484;
21;13;20357;
21;14;26959;
21;15;18520;
21;16;25678;
21;17;24021;
21;18;18311;
21;19;13998;
21;20;16471;
21;21;0;
21;22;7605;
21;23;8352;
21;24;18332;
21;25;17209;
21;26;16984;
21;27;27962;
21;28;22979;
21;29;19294;
22;0;19646;
22;1;19931;
22;2;20157;
22;3;17332;
22;4;22083;
22;5;16868;
22;6;14825;
22;7;13324;
22;8;9380;
22;9;18109;
22;10;20308;
22;11;25253;
22;12;28458;
22;13;24228;
22;14;30894;
22;15;22456;
22;16;29437;
22;17;19500;
22;18;19525;
22;19;13683;
22;20;14966;
22;21;7372;
22;22;0;
22;23;2766;
22;24;12798;
22;25;11597;
22;26;13711;
22;27;32936;
22;28;26849;
22;29;24268;
23;0;19793;
23;1;20637;
23;2;20864;
23;3;18038;
23;4;22625;
23;5;16205;
23;6;13781;
23;7;14031;
23;8;10087;
23;9;16260;
23;10;17839;
23;11;24637;
23;12;27703;
23;13;21759;
23;14;28425;
23;15;19986;
23;16;26856;
23;17;16919;
23;18;17056;
23;19;11214;
23;20;12497;
23;21;8078;
23;22;2752;
23;23;0;
23;24;10216;
23;25;9015;
23;26;11242;
23;27;32182;
23;28;24380;
23;29;24811;
24;0;18034;
24;1;21287;
24;2;22486;
24;3;20080;
24;4;19243;
24;5;16674;
24;6;13038;
24;7;18156;
24;8;17022;
24;9;11121;
24;10;11041;
24;11;17839;
24;12;20905;
24;13;14961;
24;14;21627;
24;15;13189;
24;16;17582;
24;17;7645;
24;18;10258;
24;19;7580;
24;20;5819;
24;21;18206;
24;22;12810;
24;23;10265;
24;24;0;
24;25;2013;
24;26;4444;
24;27;25384;
24;28;17582;
24;29;18763;
25;0;18628;
25;1;21881;
25;2;23080;
25;3;20674;
25;4;19836;
25;5;17268;
25;6;13632;
25;7;18750;
25;8;17616;
25;9;11715;
25;10;11635;
25;11;18433;
25;12;21499;
25;13;15555;
25;14;22221;
25;15;13782;
25;16;18379;
25;17;8441;
25;18;10852;
25;19;8174;
25;20;6413;
25;21;17123;
25;22;11727;
25;23;9182;
25;24;1766;
25;25;0;
25;26;5038;
25;27;25978;
25;28;18176;
25;29;19357;
26;0;14630;
26;1;17883;
26;2;19082;
26;3;16676;
26;4;15839;
26;5;13270;
26;6;9634;
26;7;14752;
26;8;14745;
26;9;7717;
26;10;7637;
26;11;14435;
26;12;17501;
26;13;11557;
26;14;18223;
26;15;9785;
26;16;16942;
26;17;7756;
26;18;6854;
26;19;4561;
26;20;2415;
26;21;16834;
26;22;13618;
26;23;11220;
26;24;4425;
26;25;5304;
26;26;0;
26;27;21980;
26;28;14178;
26;29;15359;
27;0;14578;
27;1;17616;
27;2;18815;
27;3;16409;
27;4;12408;
27;5;17573;
27;6;21683;
27;7;21236;
27;8;24197;
27;9;19687;
27;10;15512;
27;11;8048;
27;12;5373;
27;13;10927;
27;14;8628;
27;15;14266;
27;16;20566;
27;17;23614;
27;18;18908;
27;19;21846;
27;20;20464;
27;21;27851;
27;22;32945;
27;23;31937;
27;24;25094;
27;25;25973;
27;26;21660;
27;27;0;
27;28;8754;
27;29;8974;
28;0;14067;
28;1;17320;
28;2;18519;
28;3;16113;
28;4;12616;
28;5;16148;
28;6;13964;
28;7;19082;
28;8;19075;
28;9;11914;
28;10;7739;
28;11;8093;
28;12;6038;
28;13;7186;
28;14;9047;
28;15;6344;
28;16;13918;
28;17;15692;
28;18;10987;
28;19;14073;
28;20;12691;
28;21;22729;
28;22;26562;
28;23;24164;
28;24;17321;
28;25;18200;
28;26;13887;
28;27;8549;
28;28;0;
28;29;9174;
29;0;5947;
29;1;8985;
29;2;10184;
29;3;7778;
29;4;3777;
29;5;8942;
29;6;13052;
29;7;12605;
29;8;15566;
29;9;13123;
29;10;8948;
29;11;1170;
29;12;4510;
29;13;4363;
29;14;16253;
29;15;11880;
29;16;19289;
29;17;20400;
29;18;12818;
29;19;15282;
29;20;13901;
29;21;19220;
29;22;24314;
29;23;24828;
29;24;18530;
29;25;19409;
29;26;15096;
29;27;8989;
29;28;9265;
29;29;0;
